<pre>Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
012_1_3232445586_atp9	0.001	No mitochondrial presequence	17(MPP)	-0.059	85-89	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
013_1_3232445586_atp9	0.025	No mitochondrial presequence	51(MPP)	-0.020	15-19,48-52,81-85	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
014_1_3232445586_atp9	0.038	No mitochondrial presequence	38(MPP)	0.026	31-35,50-54,74-78	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
015_1_3232445586_atp9	0.045	No mitochondrial presequence	56(MPP)	0.000	53-57,56-60,67-71	19-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
016_1_3232445586_atp9	0.082	No mitochondrial presequence	11(MPP)	0.273	8-12	1-10-high	-	-	-	-	-	-	1-6	-	-	-	-	-	-	-	
017_1_3232445586_atp9	0.001	No mitochondrial presequence	94(MPP)	-0.032	60-64	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
018_1_3232445586_atp9	0.011	No mitochondrial presequence	74(MPP)	0.027	38-42	8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
019_1_3232445586_atp9	0.016	No mitochondrial presequence	49(MPP)	0.061	66-70	10-19-high	-	-	-	-	-	15-20	-	-	-	-	-	-	-	14-19	
020_1_3232445586_atp9	0.001	No mitochondrial presequence	58(MPP)	0.017	46-50,75-79	1-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
021_1_3232445586_atp9	0.024	No mitochondrial presequence	24(MPP)	-0.125	53-57	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
022_1_3232445586_atp9	0.033	No mitochondrial presequence	27(MPP)	0.074	24-28,93-97	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
023_1_3232445586_atp9	0.003	No mitochondrial presequence	48(MPP)	-0.083	57-61,95-99	4-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
024_1_3232445586_atp9	0.004	No mitochondrial presequence	65(MPP)	-0.046	30-34,47-51,62-66,75-79	9-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
025_1_3232445586_atp9	0.007	No mitochondrial presequence	34(MPP)	-0.029	52-56,69-73,91-95	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
026_1_3232445586_atp9	0.004	No mitochondrial presequence	83(MPP)	-0.060		19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
027_1_3232445586_atp9	0.040	No mitochondrial presequence	25(MPP)	0.200	19-23,22-26,86-90	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
028_1_3232445586_atp9	0.104	No mitochondrial presequence	10(MPP)	-0.100	7-11,15-19,49-53	7-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
029_1_3232445586_atp9	0.003	No mitochondrial presequence	7(MPP)	0.143	54-58	8-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
030_1_3232445586_atp9	0.052	No mitochondrial presequence	45(MPP)	0.022	14-18,63-67	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
031_1_3232445586_atp9	0.002	No mitochondrial presequence	49(MPP)	-0.122	65-69	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
032_1_3232445586_atp9	0.001	No mitochondrial presequence	41(MPP)	-0.122	20-24,38-42,95-99	2-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
033_1_3232445586_atp9	0.077	No mitochondrial presequence	47(MPP)	0.021	40-44,52-56,76-80,79-83,87-91	3-12-low	-	-	-	-	-	-	-	-	11-16	-	10-15	-	-	-	
034_1_3232445586_atp9	0.018	No mitochondrial presequence	74(MPP)	-0.041	5-9,32-36,64-68,83-87	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
035_1_3232445586_atp9	0.016	No mitochondrial presequence	9(MPP)	0.111	37-41,74-78	20-29-low	21-26	-	-	-	-	-	-	-	-	-	-	-	-	-	
036_1_3232445586_atp9	0.005	No mitochondrial presequence	80(MPP)	0.000	59-63,94-98	3-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
037_1_3232445586_atp9	0.016	No mitochondrial presequence	63(MPP)	-0.079	45-49	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
038_1_3232445586_atp9	0.017	No mitochondrial presequence	10(MPP)	-0.100	86-90	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
039_1_3232445586_atp9	0.004	No mitochondrial presequence	85(MPP)	-0.012	82-86	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
040_1_3232445586_atp9	0.061	No mitochondrial presequence	39(MPP)	0.128	52-56	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
041_1_3232445586_atp9	0.014	No mitochondrial presequence	24(MPP)	0.125	64-68	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
042_1_3232445586_atp9	0.029	No mitochondrial presequence	13(MPP)	0.154	10-14,64-68	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
043_1_3232445586_atp9	0.159	No mitochondrial presequence	45(MPP)	0.067	73-77,85-89	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
044_1_3232445586_atp9	0.012	No mitochondrial presequence	26(MPP)	-0.038		18-27-low	-	25-30	-	-	-	-	-	-	-	-	-	-	-	-	
045_1_3232445586_atp9	0.008	No mitochondrial presequence	55(MPP), 63(Oct1)	-0.036	82-86	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
046_1_3232445586_atp9	0.132	No mitochondrial presequence	30(MPP)	0.100	23-27,59-63	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
047_1_3232445586_atp9	0.175	No mitochondrial presequence	29(MPP)	0.138	27-31,84-88	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
048_1_3232445586_atp9	0.014	No mitochondrial presequence	34(MPP)	0.000	3-7,73-77,96-100	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
049_1_3232445586_atp9	0.001	No mitochondrial presequence	92(MPP)	-0.076		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
050_1_3232445586_atp9	0.031	No mitochondrial presequence	39(MPP)	-0.051	53-57	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
051_1_3232445586_atp9	0.002	No mitochondrial presequence	37(MPP)	0.108	58-62	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
052_1_3232445586_atp9	0.020	No mitochondrial presequence	39(MPP)	0.000	31-35,44-48,81-85	3-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
053_1_3232445586_atp9	0.073	No mitochondrial presequence	14(MPP)	0.071	12-16,16-20,46-50	12-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
054_1_3232445586_atp9	0.010	No mitochondrial presequence	10(MPP)	0.100	81-85	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
055_1_3232445586_atp9	0.018	No mitochondrial presequence	46(MPP)	0.022		12-22-low	-	-	-	-	-	-	-	1-6	-	-	-	-	-	-	
056_1_3232445586_atp9	0.067	No mitochondrial presequence	31(MPP), 39(Oct1)	0.065	21-25	17-26-high	-	-	-	-	21-26	-	-	-	-	-	-	-	-	-	
057_1_3232445586_atp9	0.000	No mitochondrial presequence	41(MPP)	-0.049	56-60	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
058_1_3232445586_atp9	0.010	No mitochondrial presequence	47(MPP)	-0.064	57-61	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
059_1_3232445586_atp9	0.035	No mitochondrial presequence	54(MPP)	0.056	65-69	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
060_1_3232445586_atp9	0.037	No mitochondrial presequence	54(MPP)	0.093	60-64	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
061_1_3232445586_atp9	0.308	No mitochondrial presequence	48(MPP)	0.062	11-15,15-19,73-77,88-92	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
062_1_3232445586_atp9	0.108	No mitochondrial presequence	46(MPP)	0.109	48-52,52-56,64-68	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
063_1_3232445586_atp9	0.180	No mitochondrial presequence	34(MPP)	0.000	2-6,5-9,8-12,31-35	13-22-low	-	-	-	-	5-10	-	-	-	-	-	-	1-6	-	-	
064_1_3232445586_atp9	0.021	No mitochondrial presequence	45(MPP)	0.022	16-20,65-69,91-95	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
065_1_3232445586_atp9	0.020	No mitochondrial presequence	35(MPP)	0.057	49-53,55-59	11-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
066_1_3232445586_atp9	0.027	No mitochondrial presequence	12(MPP)	0.083	53-57	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
067_1_3232445586_atp9	0.102	No mitochondrial presequence	6(MPP)	0.333	6-10,11-15,81-85,92-96	19-28-high	-	-	-	-	-	-	-	-	9-14	-	-	-	-	-	
068_1_3232445586_atp9	0.030	No mitochondrial presequence	29(MPP)	0.069	26-30,49-53	13-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
069_1_3232445586_atp9	0.019	No mitochondrial presequence	43(MPP)	0.047		5-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
070_1_3232445586_atp9	0.028	No mitochondrial presequence	59(MPP)	0.085	51-55,90-94	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
071_1_3232445586_atp9	0.053	No mitochondrial presequence	36(MPP)	0.083		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
072_1_3232445586_atp9	0.009	No mitochondrial presequence	69(MPP)	-0.014	29-33,66-70	16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
073_1_3232445586_atp9	0.043	No mitochondrial presequence	17(MPP)	0.059	14-18,57-61,84-88	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
074_1_3232445586_atp9	0.053	No mitochondrial presequence	54(MPP)	0.074	4-8,34-38,75-79	8-17-low	-	-	-	-	-	-	-	-	-	-	-	3-8	-	-	
075_1_3232445586_atp9	0.000	No mitochondrial presequence	56(MPP)	-0.107	63-67	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
076_1_3232445586_atp9	0.052	No mitochondrial presequence	13(MPP)	0.000	17-21,32-36,72-76	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
077_1_3232445586_atp9	0.024	No mitochondrial presequence	36(MPP)	0.083	54-58	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
078_1_3232445586_atp9	0.018	No mitochondrial presequence	27(MPP)	0.074	5-9,54-58	13-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
079_1_3232445586_atp9	0.369	No mitochondrial presequence	42(MPP)	0.119	21-25	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
080_1_3232445586_atp9	0.006	No mitochondrial presequence	33(MPP)	0.121	59-63	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
081_1_3232445586_atp9	0.034	No mitochondrial presequence	14(MPP)	0.071	11-15	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
082_1_3232445586_atp9	0.010	No mitochondrial presequence	77(MPP)	-0.065		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
083_1_3232445586_atp9	0.074	No mitochondrial presequence	35(MPP)	0.057	9-13,95-99	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
084_1_3232445586_atp9	0.006	No mitochondrial presequence	31(MPP)	-0.032	29-33	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
085_1_3232445586_atp9	0.002	No mitochondrial presequence	46(MPP)	0.022		20-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
086_1_3232445586_atp9	0.058	No mitochondrial presequence	42(MPP)	0.024	6-10,20-24,51-55	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
087_1_3232445586_atp9	0.002	No mitochondrial presequence	35(MPP)	0.057		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
088_1_3232445586_atp9	0.009	No mitochondrial presequence	69(MPP)	0.029	13-17	13-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
089_1_3232445586_atp9	0.045	No mitochondrial presequence	25(MPP)	-0.040	36-40,39-43	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
090_1_3232445586_atp9	0.003	No mitochondrial presequence	69(MPP)	-0.043		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
091_1_3232445586_atp9	0.060	No mitochondrial presequence	22(MPP)	0.136	40-44,44-48,56-60	4-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
092_1_3232445586_atp9	0.012	No mitochondrial presequence	51(MPP)	-0.020	49-53,72-76	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
093_1_3232445586_atp9	0.194	No mitochondrial presequence	38(MPP)	0.079	46-50,79-83	12-21-low	-	-	-	-	-	7-12	-	-	-	6-11	23-28	-	-	-	
094_1_3232445586_atp9	0.018	No mitochondrial presequence	39(MPP)	0.077	36-40,65-69	17-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
095_1_3232445586_atp9	0.017	No mitochondrial presequence	65(MPP), 66(Icp55)	0.000	83-87	6-15-low	-	-	-	-	-	-	-	-	7-12	-	6-11	-	-	-	
096_1_3232445586_atp9	0.037	No mitochondrial presequence	23(MPP)	0.000	1-5,49-53	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
097_1_3232445586_atp9	0.025	No mitochondrial presequence	33(MPP)	-0.030	17-21,68-72	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
098_1_3232445586_atp9	0.003	No mitochondrial presequence	56(MPP)	0.018	14-18,94-98	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
099_1_3232445586_atp9	0.060	No mitochondrial presequence	22(MPP)	0.182	52-56	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
100_1_3232445586_atp9	0.008	No mitochondrial presequence	49(MPP)	-0.082	82-86	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
101_1_3232445586_atp9	0.095	No mitochondrial presequence	65(MPP)	-0.046		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
102_1_3232445586_atp9	0.012	No mitochondrial presequence	62(MPP)	-0.016	69-73	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
103_1_3232445586_atp9	0.005	No mitochondrial presequence	10(MPP)	-0.100	30-34,47-51	15-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
104_1_3232445586_atp9	0.029	No mitochondrial presequence	36(MPP)	0.056	13-17,79-83	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
105_1_3232445586_atp9	0.026	No mitochondrial presequence	57(MPP)	-0.070	54-58,88-92,91-95	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
106_1_3232445586_atp9	0.012	No mitochondrial presequence	14(MPP)	0.000	60-64	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
107_1_3232445586_atp9	0.023	No mitochondrial presequence	35(MPP)	-0.029		4-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
108_1_3232445586_atp9	0.006	No mitochondrial presequence	69(MPP)	-0.087	66-70,94-98	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
109_1_3232445586_atp9	0.038	No mitochondrial presequence	27(MPP)	0.074	80-84	14-23-high	-	-	-	-	-	-	24-29	-	-	-	-	-	-	-	
110_1_3232445586_atp9	0.013	No mitochondrial presequence	59(MPP)	-0.068		17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
111_1_3232445586_atp9	0.231	No mitochondrial presequence	29(MPP)	0.138	26-30,69-73	19-30-low	-	-	-	-	-	-	-	-	5-10	-	4-9	25-30	-	-	
112_1_3232445586_atp9	0.050	No mitochondrial presequence	86(MPP), 87(Icp55)	-0.023		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
113_1_3232445586_atp9	0.087	No mitochondrial presequence	15(MPP)	0.067	7-11,33-37,69-73	6-15-low	-	-	-	-	7-12	-	-	-	-	-	-	-	-	-	
114_1_3232445586_atp9	0.002	No mitochondrial presequence	39(MPP)	-0.077		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
115_1_3232445586_atp9	0.019	No mitochondrial presequence	43(MPP)	0.047	1-5,60-64	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
116_1_3232445586_atp9	0.008	No mitochondrial presequence	26(MPP)	0.038	65-69	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
117_1_3232445586_atp9	0.019	No mitochondrial presequence	58(MPP)	-0.052	73-77	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
118_1_3232445586_atp9	0.001	No mitochondrial presequence	56(MPP)	-0.071	86-90	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
119_1_3232445586_atp9	0.010	No mitochondrial presequence	45(MPP)	0.089	11-15,29-33,71-75	12-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
120_1_3232445586_atp9	0.002	No mitochondrial presequence	11(MPP)	-0.091		12-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
121_1_3232445586_atp9	0.035	No mitochondrial presequence	31(MPP)	0.161	48-52	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
122_1_3232445586_atp9	0.038	No mitochondrial presequence	41(MPP)	0.049	77-81	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
123_1_3232445586_atp9	0.006	No mitochondrial presequence	25(MPP)	0.040	22-26,57-61	21-30-low	-	-	-	-	-	-	-	-	-	-	-	21-26	-	-	
124_1_3232445586_atp9	0.147	No mitochondrial presequence	31(MPP)	0.161	8-12,48-52	13-24-high	-	-	-	-	-	-	-	-	1-6	-	-	-	-	-	
125_1_3232445586_atp9	0.033	No mitochondrial presequence	15(MPP), 16(Icp55)	0.067	4-8,63-67	1-10-low	-	-	-	-	4-9	-	-	-	-	-	-	-	-	-	
126_1_3232445586_atp9	0.149	No mitochondrial presequence	29(MPP)	0.103	83-87	7-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
127_1_3232445586_atp9	0.042	No mitochondrial presequence	46(MPP)	0.000	72-76	14-26-high	-	-	-	-	-	-	-	-	-	-	12-17	-	-	-	
128_1_3232445586_atp9	0.106	No mitochondrial presequence	42(MPP)	0.095	16-20,46-50,74-78	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
129_1_3232445586_atp9	0.005	No mitochondrial presequence	39(MPP)	-0.077	73-77	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
130_1_3232445586_atp9	0.034	No mitochondrial presequence	21(MPP)	-0.048	59-63	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
131_1_3232445586_atp9	0.004	No mitochondrial presequence	84(MPP)	-0.012	50-54	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
132_1_3232445586_atp9	0.019	No mitochondrial presequence	36(MPP)	-0.194	53-57	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
133_1_3232445586_atp9	0.005	No mitochondrial presequence	29(MPP)	0.000	40-44,61-65	10-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
134_1_3232445586_atp9	0.191	No mitochondrial presequence	22(MPP)	0.000	28-32,76-80,87-91	18-27-high	-	-	-	-	-	-	-	19-24	-	18-23	-	-	-	-	
135_1_3232445586_atp9	0.018	No mitochondrial presequence	92(MPP)	0.043	1-5,31-35	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	1-6	-	
136_1_3232445586_atp9	0.012	No mitochondrial presequence	42(MPP)	0.000	58-62	7-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
137_1_3232445586_atp9	0.060	No mitochondrial presequence	46(MPP)	0.000	43-47,55-59	5-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
138_1_3232445586_atp9	0.002	No mitochondrial presequence	60(MPP)	-0.067	57-61,81-85	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
139_1_3232445586_atp9	0.117	No mitochondrial presequence	31(MPP)	0.097	88-92	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
140_1_3232445586_atp9	0.003	No mitochondrial presequence	87(MPP)	0.011	53-57	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
141_1_3232445586_atp9	0.029	No mitochondrial presequence	42(MPP)	-0.024	54-58	18-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
142_1_3232445586_atp9	0.030	No mitochondrial presequence	64(MPP)	0.000	45-49,56-60,66-70,70-74,83-87	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
143_1_3232445586_atp9	0.042	No mitochondrial presequence	48(MPP)	0.021	50-54,66-70,69-73	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
144_1_3232445586_atp9	0.003	No mitochondrial presequence	59(MPP)	-0.119	47-51,67-71	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
145_1_3232445586_atp9	0.024	No mitochondrial presequence	23(MPP)	0.043	74-78	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
146_1_3232445586_atp9	0.004	No mitochondrial presequence	6(MPP)	0.000	53-57,74-78	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
147_1_3232445586_atp9	0.045	No mitochondrial presequence	41(MPP)	0.024	85-89	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
148_1_3232445586_atp9	0.058	No mitochondrial presequence	64(MPP)	-0.016	10-14,20-24,79-83	8-18-low	-	-	-	-	-	-	-	-	-	25-30	-	-	-	-	
149_1_3232445586_atp9	0.002	No mitochondrial presequence	24(MPP)	0.042	96-100	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
150_1_3232445586_atp9	0.003	No mitochondrial presequence	35(MPP)	0.086	2-6,32-36,58-62,61-65,72-76,92-96	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
151_1_3232445586_atp9	0.025	No mitochondrial presequence	39(MPP)	-0.077	36-40,76-80	15-24-low	-	-	-	-	-	-	-	18-23	-	-	-	-	-	-	
152_1_3232445586_atp9	0.009	No mitochondrial presequence	7(MPP)	0.143	31-35,40-44,53-57,64-68	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
153_1_3232445586_atp9	0.044	No mitochondrial presequence	38(MPP)	0.026	1-5,14-18,32-36	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
154_1_3232445586_atp9	0.017	No mitochondrial presequence	92(MPP)	-0.011	58-62	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
155_1_3232445586_atp9	0.191	No mitochondrial presequence	9(MPP)	0.000	6-10,57-61	1-10-low	-	-	-	-	-	-	-	-	23-28	-	-	-	-	-	
156_1_3232445586_atp9	0.034	No mitochondrial presequence	20(MPP)	0.100	78-82	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
157_1_3232445586_atp9	0.046	No mitochondrial presequence	6(MPP), 7(Icp55)	0.167	3-7,46-50	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
158_1_3232445586_atp9	0.005	No mitochondrial presequence	50(MPP)	0.000	34-38,92-96	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
159_1_3232445586_atp9	0.005	No mitochondrial presequence	26(MPP)	-0.038	15-19	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
160_1_3232445586_atp9	0.002	No mitochondrial presequence	16(MPP)	0.000	55-59	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
161_1_3232445586_atp9	0.001	No mitochondrial presequence	95(MPP)	-0.042	46-50,61-65	9-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
162_1_3232445586_atp9	0.011	No mitochondrial presequence	54(MPP)	-0.019	47-51,61-65	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
163_1_3232445586_atp9	0.033	No mitochondrial presequence	11(MPP)	0.182		8-20-low	-	-	-	-	-	-	-	8-13	-	7-12	-	-	-	-	
164_1_3232445586_atp9	0.011	No mitochondrial presequence	61(MPP)	-0.066	66-70	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
165_1_3232445586_atp9	0.004	No mitochondrial presequence	56(MPP)	-0.089	44-48,53-57,74-78,96-100	11-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
166_1_3232445586_atp9	0.034	No mitochondrial presequence	77(MPP)	0.013	16-20	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
